party_id,party_label,list_order,name_ka,first_name,last_name,birth_date,profession,employment_status,partisanship,source_page
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",88,თეირან ნონიაშვილი,თეირან,ნონიაშვილი,41-05-01,ბუღალტრული აღრიცხვა სპეც. ბუღალტრული აღრიცხვა ვაჭრობაში,უმუშევარი,"პ/გ ,,ხალხის პარტია""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",89,ნატო მარშანია,ნატო,მარშანია,58-11-13,სამართალმცოდნე; პოლიტოლოგიი-სა და სახელმწიფო სამართლის აფხაზეთისკვლევითი ინსტიტუტი,კონსულტანტი,"პ/გ ,,ჩვენ თვითონ""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",90,ბადრი ცინცქილაძე,ბადრი,ცინცქილაძე,63-08-03,სუბტროპიკული კულტურების ტექნოლოგია,უმუშევარი,საქართველოს კონსერვატიული პარტია,39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",91,ოთარ ჭითანავა,ოთარ,ჭითანავა,71-07-31,"მაკროეკონომიკა, საერთაშორისო ურთიერთობები",უმუშევარი,"პ/გ ,,საქართველოს გზა""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",92,ვლადიმერი ბოჟაძე,ვლადიმერი,ბოჟაძე,78-10-08,პედაგოგი; პოლიტოლოგი; სახელმწიფო მართვის მოხელე,უმუშევარი,"პ/გ ,,მოძრაობა ერთიანი საქართველოსთვის""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",93,გოგი ფიცხელაური,გოგი,ფიცხელაური,51-08-05,"სამრეწველო და სამოქლაქო მშენებლობა; შ.პ.ს ,, სავანე ჯგუფი~",მთ. ინჟინერი,"პ/გ ,,ქართული დასი""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",94,შალვა გოგიტიძე,შალვა,გოგიტიძე,58-03-14,ისტორია; უცხო ენა (გერმანული),უმუშევარი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",95,გიორგი ბენაშვილი,გიორგი,ბენაშვილი,56-09-01,ჰიდრომელიორაცია,უმუშევარი,"პ/გ ,,ეროვნული ფორუმი""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",96,გია დეკანოზიშვილი,გია,დეკანოზიშვილი,62-02-18,"მანქანათმშენებლობა, სამართალმცოდნეობა; გრ. რობაქიძის სახ. უნივერსიტეტი",პროფესორის ასისტენტი,"პ/გ ,,საქართველოს გზა""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",97,გურამ კაკულია,გურამ,კაკულია,50-07-19,სამრეწველო და სამოქლაქო მშენებლობა; ჯ.მ.ს.ჯგუფი,ბუღალტერი,"პ/გ ,,ჩვენ თვითონ""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",98,ნიკოლოზი გელაშვილი,ნიკოლოზი,გელაშვილი,75-11-17,"ქართული ენის, ლიტერატურისა და ქრისტიანული კულტურის ისტორია; სამართალმცოდნეობა",უმუშევარი,"პ/გ ,,მოძრაობა ერთიანი საქართველოსთვის""",39
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",99,ირაკლი კაკულია,ირაკლი,კაკულია,68-12-12,სამართალმცოდნეობა,უმუშევარი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",100,ვაჟა აბაკელია,ვაჟა,აბაკელია,48-11-26,სამართალმცოდნეობა,უმუშევარი,საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",101,დავით ფიცხელაური,დავით,ფიცხელაური,56-03-24,ვეტექიმი,უმუშევარი,"პ/გ ,,ქართული დასი""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",102,პაატა სორდია,პაატა,სორდია,70-06-08,გერმანისტი,უმუშევარი,"პ/მ ,,თავისუფლება""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",103,გოჩა ბოჭორიშვილი,გოჩა,ბოჭორიშვილი,65-06-09,მარგი წიაღისეულის საბადოთა მიწისქვეშა დამუშავება; ტყიბულის რაიონის მუნიციპალიტეტის საკრებულო,"ფრაქცია ,,თანადგომის~ თავმჯდომარე",საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",104,მერაბ ჭიქაშვილი,მერაბ,ჭიქაშვილი,76-11-03,მსახიობის ხელოვნება; საქ. საზოგადოებრივი მაუწყებელი,გამხმოვანებელი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",105,დავით ბიწაძე,დავით,ბიწაძე,77-01-02,ფინანსები და კრედიტები,უმუშევარი,"პ/გ ,,ხალხის პარტია""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",106,ასლან საგანელიძე,ასლან,საგანელიძე,70-03-25,ისტორია; ქ. ამბროლაურის საკრებულო,საკრებულოს წევრი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",107,არსენ რაზმაძე,არსენ,რაზმაძე,43-03-20,"სამართალმცოდნეობა; ძალოვანი ვეტერანების პატრიოტთა და პენსიონერთა პოლიტიკური მოძრაობა ""მამულიშვილი~",თანათავმჯდომარე,"ძალოვანი ვეტერანების პატრიოტთა და პენსიონერთა პოლიტიკური მოძრაობა ""მამულიშვილი~",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",108,ზეზვა ქერაშვილი,ზეზვა,ქერაშვილი,69-03-21,უმუშევარი,,"პ/გ ,,ქართული დასი""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",109,ინგა ქარდავა,ინგა,ქარდავა,74-05-26,ინგლისური ენა და ლიტერატურა,უმუშევარი,"პ/გ ,,მოძრაობა ერთიანი საქართველოსთვის""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",110,გიორგი შერვაშიძე,გიორგი,შერვაშიძე,52-03-14,სამკურნალო საქმე; ღუდუშაურის სახ. ეროვნული სამედიცინო ცენტრი,ქირურგი-კონსულტანტი,"პ/გ ,,ჩვენ თვითონ""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",111,ვახტანგი გაჩეჩილაძე,ვახტანგი,გაჩეჩილაძე,61-05-03,პედიატრი; შპს ჩოხატაურის საავადმყოფო-პოლიკლინიკა,უფროსი ორდინატორი,საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",112,არჩილ ვარადაშვილი,არჩილ,ვარადაშვილი,54-12-13,მაღალმოლეკულურ ნაერთთა ქიმია; ივ. ჟავახიშვილის სახელობის თბილისის სახელმწიფო უნივერსიტეტი,ქრომატოგრაფიის სპეციალისტი,"პ/გ ,,ხალხის პარტია""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",113,სანდრო გიორგაშვილი,სანდრო,გიორგაშვილი,62-12-19,სამართალმცოდნე,უმუშევარი,საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",114,კობა კაშია,კობა,კაშია,39-05-08,ისტორია; IB ევრო-კავკასიური უნივერსიტეტი,პროფესორი,"პ/გ ,,საქართველოს გზა""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",115,ივანე თათარაშვილი,ივანე,თათარაშვილი,54-07-10,ტექნოლოგი,უმუშევარი,"პ/გ ,,ეროვნული ფორუმი""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",116,ჯონი მიქელაძე,ჯონი,მიქელაძე,75-05-14,"ჟურნალისტიკა; შპს ""ადრა-მედია ჯგუფი~",დირექტორი,"პ/მ ,,თავისუფლება""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",117,დავით ანანიძე,დავით,ანანიძე,51-07-02,სამართალმცოდნეობა,უმუშევარი,"პ/გ ,,ეროვნული ფორუმი""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",118,გიორგი ფერაძე,გიორგი,ფერაძე,51-09-21,ზოოტექნია,უმუშევარი,"პ/მ ,,თავისუფლება""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",119,ნიზამი მამედოვი,ნიზამი,მამედოვი,49-04-24,ბუღალტრული აღრიცხვა სოფლის მეურნეობაში,უმუშევარი,საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",120,იასონ ჩიხლაძე,იასონ,ჩიხლაძე,67-08-17,საავტომობილო ტრანსპორტის ექსპლუატაცია,უმუშევარი,უპარტიო,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",121,არარატ საჰარიანი,არარატ,საჰარიანი,77-09-09,სამართალმცოდნეობა,უმუშევარი,უპარტიო,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",122,ზაურ სოლომონიძე,ზაურ,სოლომონიძე,55-09-25,"მათემატიკა; ს.ს. ""ბათუმის ავტოსადგური"" შ.პ.ს. ""ნერგები"" (სკოლა-ლიცეუმი)",სამეთვალკუ-რეო საბჭოს თავჯდომარე. დირექტორი,"პ/გ ,,ხალხის პარტია""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",123,ზურაბ მაჭავარიანი,ზურაბ,მაჭავარიანი,65-04-12,ფარმაცია-პროვოზორი; ინდ. მეწარმე ზურაბ მაჭავარიანი,დამფუძნებელი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",124,ქეთევან ჯოხაძე,ქეთევან,ჯოხაძე,76-06-18,დასავლეთ ევროპის ენა და ლიტერატურა; საბანკო საქმე; საქართველოს პარლამენტი,მოწვეული სპეციალისტი,საქართველოს კონსერვატიული პარტია,40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",125,გიორგი ჭელიძე,გიორგი,ჭელიძე,77-11-10,გერმანისტიკა; ინდ. საწარმო გიორგი ჭელიძე,დირექტორი,"პ/გ ,,ჩვენ თვითონ""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",126,ლევან ფოფხაძე,ლევან,ფოფხაძე,67-11-09,კულტურულ-მასობრივ სანახაობის რეჟისურა,უმუშევარი,"პ/გ ,,ქართული დასი""",40
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",127,ნინო ცქიტიშვილი,ნინო,ცქიტიშვილი,58-11-19,ხელოვნებათმცოდნე,უმუშევარი,"პ/გ ,,საქართველოს გზა""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",128,ნელი ცქიტიშვილი,ნელი,ცქიტიშვილი,62-01-12,ქართული ენა და ლიტერატურა; თელავის ი. გოგებაშვილის სახ. სახელმწიფო უნივერსიტეტი,პროფესორი,"პ/მ ,,თავისუფლება""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",129,ოთარ ცეცხლაძე,ოთარ,ცეცხლაძე,57-08-10,"გეოგრაფია-ბიოლოგია, სამკურნალო საქმე; შ.რუსთაველის სახ. უნივერსიტეტის ბათ.სამედიცინო-ეკოლ. ინსტიტუტი",ლექტორი,"პ/გ ,,ხალხის პარტია""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",130,ლელა მიქავა,ლელა,მიქავა,73-07-04,ქართული ენა და ლიტერატურა; სოხუმის სახ. უნივერსიტეტი,ლექტორი,საქართველოს კონსერვატიული პარტია,41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",131,ალექსანდრე ვადაჭკორია,ალექსანდრე,ვადაჭკორია,52-04-09,ჰიდროპგეოლოგია საინჟინრო გეოლოგია; სტატისტიკის დეპარტამენტი,სამმართველოს უფროსი,"პ/გ ,,საქართველოს გზა""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",132,მალხაზ ნიშნიანიძე,მალხაზ,ნიშნიანიძე,64-06-14,სტატისტიკა; წარმოების მართვის ორგანიზაცია,უმუშევარი,საქართველოს კონსერვატიული პარტია,41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",133,მალხაზ ხუციშვილი,მალხაზ,ხუციშვილი,66-11-02,"ავტომობილები და საავტომობილო მეურნეობის სპეციალისტი; შ.პ.ს.""ტრანს ლაინი""",დირექტორის მოადგილე,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",134,ლევანი ინასარიძე,ლევანი,ინასარიძე,72-05-12,"არქიტექტორი; შ.პ.ს. ""ნეონარქიტექტი""",დირექტორი,"პ/გ ,,ჩვენ თვითონ""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",135,დავითი ბაისონაშვილი,დავითი,ბაისონაშვილი,71-05-14,წარმოების მართვის ორგანიზაცია,უმუშევარი,"პ/გ ,,მოძრაობა ერთიანი საქართველოსთვის""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",136,კობა მოდებაძე,კობა,მოდებაძე,68-08-04,"ავტომობილე-ბი და საავტომობი-ლო მეურნეობა; შ.პ.ს. ,,ორბი~",დირექტორი,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",137,რევაზ შავიშვილი,რევაზ,შავიშვილი,55-05-29,ფიზიკა; შპს თბილისის საარბიტრაჟო პალატა,პალატის თავმჯდომარე,"პ/გ ,,ეროვნული ფორუმი""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",138,რევაზ გულბათაშვილი,რევაზ,გულბათაშვილი,71-09-30,სამოქალაქო სამრეწველო მშენებლობა,უმუშევარი,"პ/გ ,,ქართული დასი""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",139,ირინა დგებუაძე,ირინა,დგებუაძე,66-08-17,მუსიკა-პედაგოგიკა,უმუშევარი,"პ/მ ,,თავისუფლება""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",140,გოგიტა ოქროპირიძე,გოგიტა,ოქროპირიძე,69-07-28,ჟურანლისტი; სამართალმცოდნეობა; საქართველოს პარლამენტი აპარატი,წამყვანი სპეციალისტი,"პ/გ ,,მოძრაობა ერთიანი საქართველოსთვის""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",141,ალკაზარი ბაღათურია,ალკაზარი,ბაღათურია,72-01-26,სოფლის მეურნეობის ეკონომიკა,უმუშევარი,"პ/გ ,,ქართული დასი""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",142,თეიმურაზი ჯაში,თეიმურაზი,ჯაში,49-04-19,შიგაწვის ძრავები,უმუშევარი,"პ/გ ,,საქართველოს გზა""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",143,ავთანდილ ცხადიაშვილი,ავთანდილ,ცხადიაშვილი,57-07-12,"სამკურნალო საქმე; სს ,,ჭიათურის ქალაქის საავადმყოფო~",ქირურგიული განყოფილების გამგე,"პ/გ ,,ახალი მემარჯვენეები"" (ახლები)",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",144,რომანი ალთუნიშვილი,რომანი,ალთუნიშვილი,57-01-20,მრეწველობის დაგეგმვა,უმუშევარი,უპარტიო,41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",145,ალექსანდრე აკობაძე,ალექსანდრე,აკობაძე,58-10-15,აგრონომი; იურისტი; ახალგაზრდული კავშირების ლიგის სასწავლო საგამომცემლო ცენტრი,დირექტორი,უპარტიო,41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",146,ქეთინო გეჯაძე,ქეთინო,გეჯაძე,60-10-23,"სამკურნალო საქმე; არასამთავრობო სექტორი ,,საქართველსო მედიკოსთა კავშირი~",თავმჯდომარე,"პ/გ ,,ხალხის პარტია""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",147,ლაშა ჩხარტიშვილი,ლაშა,ჩხარტიშვილი,80-06-16,ეკოლოგი; ბიოლოგი; ფართო პროფილის ვეტერინარი ექიმი; ზოოლოგიის ინსტიტუტი; თანასწორობის ინსტიტუტი; მეცნიერ თანმშრომელი,გამგეობის წევრი-დამფუძნებელი,უპარტიო,41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",148,ზაზა წიკლაური,ზაზა,წიკლაური,66-09-11,ვაჭრობის ეკონომიკა,უმუშევარი,"პ/მ ""ქართული დასი~",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",149,ტახირ შავერდოვი,ტახირ,შავერდოვი,66-09-09,უმუშევარი,,"პ/გ ,,ხალხის პარტია""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",150,კახაბერ შარტავა,კახაბერ,შარტავა,67-11-02,გამოყენებითი მათემატიკა; საერთაშორისო ურთიერთობები,უმუშევარი,"პ/გ ,,ეროვნული ფორუმი""",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",151,დავით გაბელაშვილი,დავით,გაბელაშვილი,68-11-25,სპორტული მწვრთნელი,უმუშევარი,"პ/მ ""ქართული დასი~",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",152,ანდრო ჯოხაძე,ანდრო,ჯოხაძე,80-06-28,ნავთობ-გაზსადენებისა და ნავთობგაზსაცავების ექსპლუატაცია,უმუშევარი,"პ/მ ""ქართული დასი~",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",153,გიორგი ბაშარული,გიორგი,ბაშარული,72-03-18,საავტომობილო გზებისა და აეროდრომების მშენებლობა,უმუშევარი,"პ/მ ""ქართული დასი~",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",154,მაია სიხარულიძე,მაია,სიხარულიძე,62-02-06,"ავტომატიკა, ტელემექანიკა და კ/გ-ბა რკინიგზის ტრანსპ.; დუშეთის საგანმანათებლო რესურსცენტრი",უფროსი,"პ/მ ""ქართული დასი~",41
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",155,ხვიჩა ყაველაშვილი,ხვიჩა,ყაველაშვილი,68-11-11,სოფთბოლი და ბეიზბოლის ფედერაცია,მწვრთნელი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",156,გრიგოლ სოხაძე,გრიგოლ,სოხაძე,60-07-10,ავტომობილები და ტრაქტორები,უმუშევარი,"""მამულიშვილთა ორდენი სამშობლო~",42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",157,ლევან ლობჟანიძე,ლევან,ლობჟანიძე,47-03-10,სამთო ინჟინერ-დაკომპლექსება; მუხრანის გარეული ფრინველის საშენი მეურნეობა,დირექტორი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",158,გიორგი ონიანი,გიორგი,ონიანი,83-01-02,გადაზიდვების ორგანიზაცია და მართვა რკინიგზის ტრანსპორტზე,უმუშევარი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",159,ალექსი ქავთარაძე,ალექსი,ქავთარაძე,67-01-27,მიწათმოწყობა,უმუშევარი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",160,არჩილი სულაკაური,არჩილი,სულაკაური,52-04-22,მხატვარი,უმუშევარი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",161,ბორის ძანაშვილი,ბორის,ძანაშვილი,58-05-10,"მანქანათმშენებლობის ტექნოლოგია, ლითონსაჭრელი ჩარხები და იარაღები",უმუშევარი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",162,კარინე ბარსეგიანი,კარინე,ბარსეგიანი,69-02-08,საქონელმცოდნე და ვაჭრობის ორგანიზაცია,უმუშევარი,საქართველოს კონსერვატიული პარტია,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",163,ირაკლი ფხალაძე,ირაკლი,ფხალაძე,73-08-18,"სამართალმცოდნე; სპს საადვოკატო ბიურო ,,გვარჭალაზე და ზარაბაძე~",ადვოკატი,უპარტიო,42
united_opposition_2008,"საარჩევნო ბლოკი “გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)”",164,კონსტანტინე გარსოიანი,კონსტანტინე,გარსოიანი,75-09-25,უმუშევარი,,"პ/მ ""ქართული დასი~",42
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,1,შალვა კუპრაშვილი,შალვა,კუპრაშვილი,71-03-18,აგრონომი,უმუშევარი,სრულიად საქართველოს რადიკალ- დემოკრატთა ნაციონალური პარტია.,43
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,2,გიორგი გვილავა,გიორგი,გვილავა,61-03-17,ინჟინერ-ენერგეტიკოსი,უმუშევარი,სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია.,43
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,3,თამაზი Mანაგაძე,თამაზი,Mანაგაძე,57-09-21,ინჟინერ-მშენებელი,უმუშევარი,სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია.,43
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,4,დავითი პაპავა,დავითი,პაპავა,74-05-17,იურისტი-ეკონომისტი,უმუშევარი,სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია.,43
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,5,მამუკა ჯანიაშვილი,მამუკა,ჯანიაშვილი,63-01-07,იურისტი,უმუშევარი,სრულიად საქართველოს რადიკალ- დემოკრატთა ნაციონალური პარტია.,43
radical_democrats_2008,“სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია”,6,ალი გასანოვი,ალი,გასანოვი,53-01-10,ზოოტექნიკოსი,უმუშევარი,სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია.,43
